company,adjusted,code,industry,type,area,总人口,财政总收入,人均财政收入,地区编号
义乌市城西街道六甲里村民委员会,义乌市城西街道六甲里村民委员会,32,96,P,城西,71650,14791,2064,6
义乌市大陈镇双园村民委员会,义乌市大陈镇双园村民委员会,33,96,P,大陈,71817,16992,2366,9
义乌市公路建设开发有限公司,义乌市公路建设开发有限公司,34,48,E,城区,966304,344290,3562,1
浙江省03省道郑义收费所(蒋义收费专户),浙江03省道郑义收费所,35,54,P,大陈,71817,16992,2366,9
义乌市洪业箱包有限公司,义乌市洪业箱包有限公司,36,41,E,城区,966304,344290,3562,1
义乌市百成中央空调设备有限公司,义乌市百成中央空调设备有限公司,37,51,E,城区,966304,344290,3562,1
义乌市江东街道办事处山口村民委员会,义乌市江东街道办事处山口村民委员会,38,96,P,城区,966304,344290,3562,1
义乌市绿优苗木场,义乌市绿优苗木场,39,2,E,佛堂,172382,45347,2630,3
义乌市赤岸镇塘边村民委员会,义乌市赤岸镇塘边村民委员会,40,96,P,赤岸,37791,12134,3210,4
义乌市稠城赛特彩印厂,义乌市稠城赛特彩印厂,41,23,E,苏溪,74950,16888,2253,8
义乌市亮婷饰品有限公司,义乌市亮婷饰品有限公司,42,24,E,城区,966304,344290,3562,1
义乌市深浪网络科技有限公司,义乌市深浪网络科技有限公司,43,52,E,城区,966304,344290,3562,1
义乌市国际商贸学校食堂,义乌市国际商贸学校食堂,44,62,P,城区,966304,344290,3562,1
义乌市福人对联厂,义乌市福人对联厂,45,23,E,廿三里,99084,23020,2323,10
义乌市华凯电子厂,义乌市华凯电子厂,46,39,E,上溪,83558,17358,2077,7
义乌市雅仕针织袜业有限公司,义乌市雅仕针织袜业有限公司,47,17,E,上溪,83558,17358,2077,7
金鹰工艺品有限公司,金鹰工艺品有限公司,48,23,E,城区,966304,344290,3562,1
义乌市航宇气动元件商行,义乌市航宇气动元件商行,49,51,E,城区,966304,344290,3562,1
浙江天恒建设有限公司,浙江天恒建设有限公司,50,47,E,佛堂,172382,45347,2630,3
义乌市人民政府稠城街道办事处财政专户,义乌市人民政府稠城街道办事处,51,92,P,城区,966304,344290,3562,1
浙江东特服饰有限公司,浙江东特服饰有限公司,52,18,E,大陈,71817,16992,2366,9
义乌市海派彩印包装有限公司,义乌市海派彩印包装有限公司,53,23,E,义亭,84203,18908,2245,5
浙江中国小商品城集团股份有限公司国际商贸城第一分公司,浙江中国小商品城集团股份有限公司国际商贸城第一分公司,54,70,E,城区,966304,344290,3562,1
义乌市新萃文化用品贸易有限公司,义乌市新萃文化用品贸易有限公司,55,51,E,城区,966304,344290,3562,1
义乌市北苑街道星火股份经济合作社,义乌市北苑街道星火股份经济合作社,56,72,P,城区,966304,344290,3562,1
浙江一族服饰有限公司,浙江一族服饰有限公司,57,18,E,大陈,71817,16992,2366,9
义乌市鸿运农业开发有限公司,义乌市鸿运农业开发有限公司,58,1,E,城区,966304,344290,3562,1
义乌市宏基针织袜业有限公司,义乌市宏基针织袜业有限公司,59,17,E,后宅,125147,15308,1223,2
浙江中国小商品城集团股份有限公司国际商贸城第三分公司,浙江中国小商品城集团股份有限公司国际商贸城第三分公司,60,70,E,城区,966304,344290,3562,1
义乌市豪都大酒店有限公司,义乌市豪都大酒店有限公司,61,62,E,城区,966304,344290,3562,1
浙江中国小商品城集团股份有限公司国际商贸城第二分公司,浙江中国小商品城集团股份有限公司国际商贸城第二分公司,62,70,E,城区,966304,344290,3562,1
义乌市北苑街道下山头村民委员会,义乌市北苑街道下山头村民委员会,63,96,P,城区,966304,344290,3562,1
浙江恒风交通运输股份有限公司南方客运站,浙江恒风交通运输股份有限公司,64,54,E,城区,966304,344290,3562,1
义乌市创新针织袜业有限公司,义乌市创新针织袜业有限公司,65,17,E,城区,966304,344290,3562,1
浙江明远建设有限公司,浙江明远建设有限公司,66,48,E,城区,966304,344290,3562,1
浙江棒杰数码针织品股份有限公司,浙江棒杰数码针织品股份有限公司,67,18,E,苏溪,74950,16888,2253,8
义乌市海川纸品有限公司,义乌市海川纸品有限公司,68,22,E,城区,966304,344290,3562,1
浙江红督服饰有限公司,浙江红督服饰有限公司,69,18,E,苏溪,74950,16888,2253,8
义乌市人民政府江东街道办事处,义乌市人民政府江东街道办事处,70,92,P,城区,966304,344290,3562,1
义乌市大丰家禽专业合作社,义乌市大丰家禽专业合作社,71,3,E,城区,966304,344290,3562,1
义乌市金歌钮扣厂,义乌市金歌钮扣厂,72,24,E,大陈,71817,16992,2366,9
义乌市捷康医疗用品有限公司,义乌市捷康医疗用品有限公司,73,51,E,城区,966304,344290,3562,1
义乌市鸣讯展览服务有限公司,义乌市鸣讯展览服务有限公司,74,72,E,城区,966304,344290,3562,1
义乌市北苑街道集体资产经营有限公司,义乌市北苑街道集体资产经营有限公司,75,72,E,城区,966304,344290,3562,1
义乌市东大彩印包装有限公司,义乌市东大彩印包装有限公司,76,23,E,大陈,71817,16992,2366,9
义乌市北苑社区卫生服务中心,义乌市北苑社区卫生服务中心,77,84,P,城区,966304,344290,3562,1
义乌市康寿工艺品厂,义乌市康寿工艺品厂,78,24,E,义亭,84203,18908,2245,5
义乌市广润建设工程有限公司,义乌市广润建设工程有限公司,79,47,E,城区,966304,344290,3562,1
浙江东邦律师事务所,浙江东邦律师事务所,80,72,E,城区,966304,344290,3562,1
浙江首义控股集团有限公司,浙江首义控股集团有限公司,81,72,E,城区,966304,344290,3562,1
义乌市万达运输有限公司,义乌市万达运输有限公司,82,53,E,城区,966304,344290,3562,1
义乌市苏溪镇人民政府财政专户,义乌市苏溪镇人民政府,83,92,P,苏溪,74950,16888,2253,8
义乌市安柔卫生用品有限公司,义乌市安柔卫生用品有限公司,84,22,E,义亭,84203,18908,2245,5
义乌市王阡喷胶棉厂,义乌市王阡喷胶棉厂,85,41,E,义亭,84203,18908,2245,5
义乌市惠沙托运处,义乌市惠沙托运处,86,58,E,城区,966304,344290,3562,1
义乌市稠江街道新屋村民委员会,义乌市稠江街道新屋村民委员会,87,96,P,城区,966304,344290,3562,1
义乌市江东街道下王村民委员会,义乌市江东街道下王村民委员会,88,96,P,城区,966304,344290,3562,1
义乌市江东街道九联村民委员会,义乌市江东街道九联村民委员会,89,96,P,城区,966304,344290,3562,1
浙江三佳制衣有限公司,浙江三佳制衣有限公司,90,18,E,大陈,71817,16992,2366,9
浙江晋升服饰有限公司,浙江晋升服饰有限公司,91,18,E,大陈,71817,16992,2366,9
义乌市新艺装饰工程有限公司,义乌市新艺装饰工程有限公司,92,50,E,城区,966304,344290,3562,1
义乌市盛丰箱包厂,义乌市盛丰箱包厂,93,19,E,佛堂,172382,45347,2630,3
浙江金桥税务师事务所有限责任公司,浙江金桥税务师事务所有限责任公司,94,51,E,城区,966304,344290,3562,1
义乌市赤岸镇人民政府-联管办公室,义乌市赤岸镇人民政府,95,92,P,赤岸,37791,12134,3210,4
义乌市江东街道候儿村村民委员会,义乌市江东街道候儿村村民委员会,96,96,P,城区,966304,344290,3562,1
义乌市华凯电子科技有限公司,义乌市华凯电子科技有限公司,97,38,E,上溪,83558,17358,2077,7
义乌市人民政府江东街道办事处财政专户,义乌市人民政府江东街道办事处,98,92,P,城区,966304,344290,3562,1
义乌市稠城街道前店村民委员会,义乌市稠城街道前店村民委员会,99,96,P,城区,966304,344290,3562,1
义乌市茂先线厂,义乌市茂先线厂,100,17,E,大陈,71817,16992,2366,9
义乌市上溪镇仙溪村村民委员会,义乌市上溪镇仙溪村村民委员会,101,96,P,上溪,83558,17358,2077,7
义乌市上溪镇人民政府财政专户,义乌市上溪镇人民政府,102,92,P,上溪,83558,17358,2077,7
义乌市金潮饰品有限公司,义乌市金潮饰品有限公司,103,24,E,廿三里,99084,23020,2323,10
义乌市神合工艺品有限公司,义乌市神合工艺品有限公司,104,41,E,城区,966304,344290,3562,1
义乌第克思针织内衣有限公司,义乌第克思针织内衣有限公司,105,24,E,上溪,83558,17358,2077,7
义乌市金记纺织品有限公司,义乌市金记纺织品有限公司,106,51,E,城区,966304,344290,3562,1
义乌市志桦包装盒有限公司,义乌市志桦包装盒有限公司,107,72,E,佛堂,172382,45347,2630,3
义乌市稠城方沈压花厂,义乌市稠城方沈压花厂,108,41,E,后宅,125147,15308,1223,2
义乌市人民政府北苑街道办事处－财政专户,义乌市人民政府北苑街道办事处,109,92,P,城区,966304,344290,3562,1
义乌市民晟植绒有限公司,义乌市民晟植绒有限公司,110,51,E,赤岸,37791,12134,3210,4
浙江派士服饰有限公司,浙江派士服饰有限公司,111,18,E,大陈,71817,16992,2366,9
义乌市侨蒙服饰实业有限公司,义乌市侨蒙服饰实业有限公司,112,18,E,大陈,71817,16992,2366,9
义乌市超循进出口有限公司,义乌市超循进出口有限公司,113,51,E,城区,966304,344290,3562,1
义乌市神州彩印有限公司,义乌市神州彩印有限公司,114,23,E,苏溪,74950,16888,2253,8
义乌市益尊服饰有限公司,义乌市益尊服饰有限公司,115,18,E,大陈,71817,16992,2366,9
浙江管氏化妆品有限公司,浙江管氏化妆品有限公司,116,51,E,廿三里,99084,23020,2323,10
春晗环境建设股份有限公司,春晗环境建设股份有限公司,117,47,E,城西,71650,14791,2064,6
义乌市大田农业开发有限公司,义乌市大田农业开发有限公司,118,4,E,佛堂,172382,45347,2630,3
义乌市艺龙广告有限公司,义乌市艺龙广告有限公司,119,72,E,城区,966304,344290,3562,1
浙江神力针织品有限公司,浙江神力针织品有限公司,120,17,E,佛堂,172382,45347,2630,3
义乌市双剑包装有限公司,义乌市双剑包装有限公司,121,22,E,上溪,83558,17358,2077,7
义乌市红苗农业开发有限公司,义乌市红苗农业开发有限公司,122,1,E,赤岸,37791,12134,3210,4
义乌市金粤广告有限公司,义乌市金粤广告有限公司,123,72,E,城区,966304,344290,3562,1
浙江金鳄服饰有限公司,浙江金鳄服饰有限公司,124,18,E,大陈,71817,16992,2366,9
义乌市旺彩装饰材料有限公司,义乌市旺彩装饰材料有限公司,125,51,E,城区,966304,344290,3562,1
义乌市义亭镇财政专户,义乌市义亭镇人民政府,126,92,P,义亭,84203,18908,2245,5
义乌市辉运饰品有限公司,义乌市辉运饰品有限公司,127,24,E,城西,71650,14791,2064,6
义乌市政府非税收入汇缴专户,义乌市政府非税收入汇缴专户,128,92,P,城区,966304,344290,3562,1
义乌市人民政府廿三里街道－财政专户,义乌市人民政府廿三里街道办事处,129,92,P,廿三里,99084,23020,2323,10
义乌市玮佳包装厂,义乌市玮佳包装厂,130,22,E,义亭,84203,18908,2245,5
义乌市大地数字测绘有限公司,义乌市大地数字测绘有限公司,131,80,E,城区,966304,344290,3562,1
义乌市职工学校,义乌市职工学校,132,83,P,城区,966304,344290,3562,1
义乌市天迪箱包有限公司,义乌市天迪箱包有限公司,133,19,E,义亭,84203,18908,2245,5
义乌市华溪小学收入过渡户,义乌市华溪小学收入过渡户,134,83,P,上溪,83558,17358,2077,7
浙江伟海拉链有限公司,浙江伟海拉链有限公司,135,41,E,城区,966304,344290,3562,1
伟海控股集团有限公司,伟海控股集团有限公司,136,41,E,城区,966304,344290,3562,1
义乌市人民政府廿三里街道农村财会代理中心,义乌市人民政府廿三里街道农村财会代理中心,137,72,P,廿三里,99084,23020,2323,10
义乌市廿三里街道陶店村民委员会,义乌市廿三里街道陶店村民委员会,138,96,P,廿三里,99084,23020,2323,10
浙江奥将实业有限公司,浙江奥将实业有限公司,139,18,E,大陈,71817,16992,2366,9
义乌市碧亨工艺品厂,义乌市碧亨工艺品厂,140,24,E,大陈,71817,16992,2366,9
义乌市永丰汽车销售有限公司,义乌市永丰汽车销售有限公司,141,52,E,城区,966304,344290,3562,1
义乌市义东汽车驾驶员培训有限公司,义乌市义东汽车驾驶员培训有限公司,142,83,E,城区,966304,344290,3562,1
义乌市苏溪镇农村集体“三资”代理服务中心,义乌市苏溪镇农村集体“三资”代理服务中心,143,72,P,苏溪,74950,16888,2253,8
义乌市苏溪镇立塘村民委员会,义乌市苏溪镇立塘村民委员会,144,96,P,苏溪,74950,16888,2253,8
义乌市江东街道办事处村(居)财务资金代理中心徐江代理处,义乌市江东街道办事处村(居)财务资金代理中心徐江代理处,145,72,P,城区,966304,344290,3562,1
义乌市江东街道许宅村民委员会,义乌市江东街道许宅村民委员会,146,96,P,城区,966304,344290,3562,1
义乌市远洋领带印花有限公司,义乌市远洋领带印花有限公司,147,23,E,苏溪,74950,16888,2253,8
义乌市博玛制版有限公司,义乌市博玛制版有限公司,148,23,E,佛堂,172382,45347,2630,3
义乌市航天油料有限公司,义乌市航天油料有限公司,149,52,E,城区,966304,344290,3562,1
义乌市稠城心语饰品商行,义乌市稠城心语饰品商行,150,51,E,城区,966304,344290,3562,1
义乌市红绿蓝广告装璜公司,义乌市红绿蓝广告装璜公司,151,72,E,城区,966304,344290,3562,1
浙江义乌林业开发有限公司,浙江义乌林业开发有限公司,152,5,E,城区,966304,344290,3562,1
义乌市江东街道西赵村民委员会,义乌市江东街道西赵村民委员会,153,96,P,城区,966304,344290,3562,1
义乌市北苑街道高桥村民委员会,义乌市北苑街道高桥村民委员会,154,96,P,城区,966304,344290,3562,1
浙江年年红实业有限公司,浙江年年红实业有限公司,155,21,E,城区,966304,344290,3562,1
义乌市神强粘合剂有限公司,义乌市神强粘合剂有限公司,156,41,E,城西,71650,14791,2064,6
义乌市城西街道五一村民委员会,义乌市城西街道五一村民委员会,157,96,P,城西,71650,14791,2064,6
义乌市稠城街道毛竹园村民委员会,义乌市稠城街道毛竹园村民委员会,158,96,P,城区,966304,344290,3562,1
义乌市稠城街道屋基村民委员会,义乌市稠城街道屋基村民委员会,159,96,P,城区,966304,344290,3562,1
浙江丽美工艺品有限公司,浙江丽美工艺品有限公司,160,24,E,城西,71650,14791,2064,6
义乌市侃达装饰材料有限公司,义乌市侃达装饰材料有限公司,161,52,E,城区,966304,344290,3562,1
义乌市江东第一小学食堂,义乌市江东第一小学食堂,162,62,P,城区,966304,344290,3562,1
义乌市粮食收储有限公司,义乌市粮食收储有限公司,163,51,E,城区,966304,344290,3562,1
义乌市江东街道办事处村(居)财务资金代理中心城东代理处,义乌市江东街道办事处村(居)财务资金代理中心城东代理处,164,72,P,城区,966304,344290,3562,1
义乌市江东街道金星村民委员会,义乌市江东街道金星村民委员会,165,96,P,城区,966304,344290,3562,1
义乌市苏溪镇人民政府,义乌市苏溪镇人民政府,166,92,P,苏溪,74950,16888,2253,8
义乌市三溪堂国药馆连锁有限公司,义乌市三溪堂国药馆连锁有限公司,167,52,E,城区,966304,344290,3562,1
义乌市城西街道桥头村民委员会,义乌市城西街道桥头村民委员会,168,96,P,城西,71650,14791,2064,6
义乌市人民政府后宅街道办事处（联管户）,义乌市人民政府后宅街道办事处,169,92,P,后宅,125147,15308,1223,2
义乌市后宅街道岩南村民委员会,义乌市后宅街道岩南村民委员会,170,96,P,后宅,125147,15308,1223,2
义乌市人民政府稠江街道办事处财政专户,义乌市人民政府稠江街道办事处,171,92,P,城区,966304,344290,3562,1
浙江利宏建设景观工程有限公司,浙江利宏建设景观工程有限公司,172,78,E,城区,966304,344290,3562,1
浙江莉莉安服饰有限公司,浙江莉莉安服饰有限公司,173,18,E,佛堂,172382,45347,2630,3
义乌市佛堂镇义南文胸厂,义乌市佛堂镇义南文胸厂,174,18,E,佛堂,172382,45347,2630,3
义乌市后宅街道寺前村民委员会,义乌市后宅街道寺前村民委员会,175,96,P,后宅,125147,15308,1223,2
义乌市供电局,国网浙江义乌市供电有限公司,176,44,E,城区,966304,344290,3562,1
义乌市恒心出租车座套保洁服务有限公司,义乌市恒心出租车座套保洁服务有限公司,177,80,E,城区,966304,344290,3562,1
义乌市万方交通有限公司汽车出租分公司,义乌市万方交通有限公司汽车出租分公司,178,71,E,城区,966304,344290,3562,1
义乌恒励清洁服务部,义乌恒励清洁服务部,179,82,E,城区,966304,344290,3562,1
义乌市万方金属制品有限公司,义乌市万方金属制品有限公司,180,33,E,城区,966304,344290,3562,1
义乌市全通电器商行,义乌市全通电器商行,181,52,E,城区,966304,344290,3562,1
义乌市稠城街道九如堂村民委员会,义乌市稠城街道九如堂村民委员会,182,96,P,城区,966304,344290,3562,1
义乌市稠城街道祖科塘村民委员会,义乌市稠城街道祖科塘村民委员会,183,96,P,城区,966304,344290,3562,1
义乌市城阳供销合作社,义乌市城阳供销合作社,184,51,E,城区,966304,344290,3562,1
义乌市稠城街道下骆宅村民委员会,义乌市稠城街道下骆宅村民委员会,185,96,P,城区,966304,344290,3562,1
义乌市稠城街道下西陶村民委员会,义乌市稠城街道下西陶村民委员会,186,96,P,城区,966304,344290,3562,1
义乌市供销进出口有限公司,义乌市供销进出口有限公司,187,51,E,城区,966304,344290,3562,1
义乌市昇隆彩印有限公司,义乌市昇隆彩印有限公司,188,23,E,苏溪,74950,16888,2253,8
义乌市奇观制衣有限公司,义乌市奇观制衣有限公司,189,18,E,苏溪,74950,16888,2253,8
义乌市佛堂镇农村财会代理中心,义乌市佛堂镇农村财会代理中心,190,72,P,佛堂,172382,45347,2630,3
义乌市佛堂镇长塘村村民委员会,义乌市佛堂镇长塘村村民委员会,191,96,P,佛堂,172382,45347,2630,3
义乌市胜然包装材料商行,义乌市胜然包装材料商行,192,52,E,城区,966304,344290,3562,1
义乌市稠城智恒塑料制品厂,义乌市稠城智恒塑料制品厂,193,24,E,城区,966304,344290,3562,1
浙江正华装饰设计工程有限公司,浙江正华装饰设计工程有限公司,194,50,E,城区,966304,344290,3562,1
浙江省义乌市柳青建筑工程有限公司,义乌市龙磐园林建设有限公司,195,78,E,苏溪,74950,16888,2253,8
义乌市稠江街道官塘下村民委员会,义乌市稠江街道官塘下村民委员会,196,96,P,城区,966304,344290,3562,1
义乌市江东街道办事处村(居)财务资金代理中心青口代理处,义乌市江东街道办事处村(居)财务资金代理中心青口代理处,197,72,P,城区,966304,344290,3562,1
义乌市后宅街道永宁居民委员会,义乌市后宅街道永宁居民委员会,198,96,P,后宅,125147,15308,1223,2
浙江中国小商品城集团股份有限公司,浙江中国小商品城集团股份有限公司,199,70,E,城区,966304,344290,3562,1
义乌市后宅街道前傅村民委员会,义乌市后宅街道前傅村民委员会,200,96,P,后宅,125147,15308,1223,2
义乌至诚税务师事务所有限责任公司,义乌至诚税务师事务所有限责任公司,201,51,E,城区,966304,344290,3562,1
义乌市义亭供销合作社,义乌市义亭供销合作社,202,51,E,义亭,84203,18908,2245,5
浙江锦杨建设有限公司,浙江锦杨建设有限公司,203,47,E,城区,966304,344290,3562,1
义乌市万方旅游有限公司,义乌市万方旅游有限公司,204,72,E,城区,966304,344290,3562,1
义乌市城西中心卫生院,义乌市城西中心卫生院,205,84,P,城西,71650,14791,2064,6
义乌市城西自来水有限公司,义乌市城西自来水有限公司,206,46,E,城西,71650,14791,2064,6
浙江诗蕾袜业有限公司,浙江诗蕾袜业有限公司,207,17,E,佛堂,172382,45347,2630,3
义乌市骏丰彩印包装厂,义乌市骏丰彩印包装厂,208,23,E,城区,966304,344290,3562,1
上溪镇农村财务结报中心,上溪镇农村财务结报中心,209,72,P,上溪,83558,17358,2077,7
义乌市上溪镇云门村民委员会,义乌市上溪镇云门村民委员会,210,96,P,上溪,83558,17358,2077,7
义乌市稠城街道西罗店村民委员会,义乌市稠城街道西罗店村民委员会,211,96,P,城区,966304,344290,3562,1
义乌市稠城街道东大鲁村民委员会,义乌市稠城街道东大鲁村民委员会,212,96,P,城区,966304,344290,3562,1
义乌市稠城街道荷叶塘村民委员会,义乌市稠城街道荷叶塘村民委员会,213,96,P,城区,966304,344290,3562,1
义乌市稠城街道殿前村民委员会,义乌市稠城街道殿前村民委员会,214,96,P,城区,966304,344290,3562,1
义乌市稠城街道前上周村民委员会,义乌市稠城街道前上周村民委员会,215,96,P,城区,966304,344290,3562,1
义乌市稠城街道森屋村民委员会,义乌市稠城街道森屋村民委员会,216,96,P,城区,966304,344290,3562,1
义乌市稠城街道溪前村民委员会,义乌市稠城街道溪前村民委员会,217,96,P,城区,966304,344290,3562,1
义乌市强盛花卉商行,义乌市强盛花卉商行,218,52,E,城区,966304,344290,3562,1
义乌市港丰汽车维修服务有限公司,义乌市港丰汽车维修服务有限公司,219,36,E,城西,71650,14791,2064,6
义乌市平安汽车销售有限公司,义乌市平安汽车销售有限公司,220,52,E,城西,71650,14791,2064,6
义乌市北苑街道杨街村民委员会,义乌市北苑街道杨街村民委员会,221,96,P,城区,966304,344290,3562,1
浙江锦辉建设工程有限公司,浙江锦辉建设工程有限公司,222,47,E,城区,966304,344290,3562,1
义乌市赤岸镇朱店村民委员会,义乌市赤岸镇朱店村民委员会,223,96,P,赤岸,37791,12134,3210,4
义乌市东飞袜厂,义乌市东飞袜厂,224,17,E,廿三里,99084,23020,2323,10
义乌市申思彩印包装有限公司,义乌市申思彩印包装有限公司,225,23,E,廿三里,99084,23020,2323,10
义乌市上溪镇沿华村民委员会,义乌市上溪镇沿华村民委员会,226,96,P,上溪,83558,17358,2077,7
义乌市后宅街道办事处集体资产经营有限公司,义乌市后宅街道办事处集体资产经营有限公司,227,72,E,后宅,125147,15308,1223,2
义乌市艺璇玻璃制品有限公司,义乌市艺璇玻璃制品有限公司,228,30,E,义亭,84203,18908,2245,5
义乌市凯典贸易有限公司,义乌市凯典贸易有限公司,229,51,E,城区,966304,344290,3562,1
浙江中国小商品城集团股份有限公司建设工程管理分公司,浙江中国小商品城集团股份有限公司建设工程管理分公司,230,72,E,城区,966304,344290,3562,1
义乌市佛堂镇小六石村民委员会,义乌市佛堂镇小六石村民委员会,231,96,P,佛堂,172382,45347,2630,3
塔山建设集团有限公司,塔山建设集团有限公司,232,48,E,佛堂,172382,45347,2630,3
义乌市全鑫包装材料有限公司,义乌市全鑫包装材料有限公司,233,22,E,苏溪,74950,16888,2253,8
义乌市北苑街道上里角塘村民委员会,义乌市北苑街道上里角塘村民委员会,234,96,P,城区,966304,344290,3562,1
义乌市大陈镇同坑殿下村委会,义乌市大陈镇同坑殿下村委会,235,96,P,大陈,71817,16992,2366,9
义乌市佛堂镇候芹村民委员会,义乌市佛堂镇候芹村民委员会,236,96,P,佛堂,172382,45347,2630,3
义乌市稠城街道堂阁村民委员会,义乌市稠城街道堂阁村民委员会,237,96,P,城区,966304,344290,3562,1
义乌市卫星自来水有限公司,义乌市卫星自来水有限公司,238,46,E,廿三里,99084,23020,2323,10
义乌市江东街道后房村民委员会,义乌市江东街道后房村民委员会,239,96,P,城区,966304,344290,3562,1
浙江省义乌市前河建材经营部,浙江省义乌市前河建材经营部,240,51,E,城区,966304,344290,3562,1
义乌市佛堂建炎拉丝厂,义乌市佛堂建炎拉丝厂,241,33,E,城区,966304,344290,3562,1
义乌市迅洁清洁服务有限公司,义乌市迅洁清洁服务有限公司,242,82,E,城区,966304,344290,3562,1
义乌市绿园保洁有限公司,义乌市绿园保洁有限公司,243,82,E,廿三里,99084,23020,2323,10
义乌市叶新针织手套有限公司,义乌市叶新针织手套有限公司,244,17,E,廿三里,99084,23020,2323,10
中国人寿保险股份有限公司义乌分公司,中国人寿保险股份有限公司义乌分公司,245,68,E,城区,966304,344290,3562,1
义乌市义亭镇农村集体“三资”代理服务中心,义乌市义亭镇农村集体“三资”代理服务中心,246,72,P,义亭,84203,18908,2245,5
浙江王斌装饰材料有限公司,浙江王斌装饰材料有限公司,247,41,E,佛堂,172382,45347,2630,3
义乌金诚导航科技有限公司,义乌金诚导航科技有限公司,248,75,E,城区,966304,344290,3562,1
义乌市义亭中心卫生院,义乌市义亭中心卫生院,249,84,P,义亭,84203,18908,2245,5
义乌市私立群星学校,义乌市私立群星学校,250,83,P,城区,966304,344290,3562,1
义乌市北苑街道何麻车居民委员会,义乌市北苑街道何麻车居民委员会,251,96,P,城区,966304,344290,3562,1
浙江义乌星耀风机有限公司,浙江义乌星耀风机有限公司,252,34,E,城区,966304,344290,3562,1
浙江星耀水泥机械有限公司,浙江星耀水泥机械有限公司,253,34,E,城区,966304,344290,3562,1
义乌市稠城街道过溪楼村民委员会,义乌市稠城街道过溪楼村民委员会,254,96,P,城区,966304,344290,3562,1
义乌市稠城街道西界村民委员会,义乌市稠城街道西界村民委员会,255,96,P,城区,966304,344290,3562,1
义乌市万方交通有限公司,义乌市万方交通有限公司,256,78,E,城区,966304,344290,3562,1
