company,adjusted,code,industry,type,area,总人口,财政总收入,人均财政收入,地区编号
义乌市全鑫包装材料有限公司,义乌市全鑫包装材料有限公司,107,22,E,苏溪,75395,16588,2200,8
义乌市海川纸品有限公司,义乌市海川纸品有限公司,108,22,E,城区,963993,407261,4224,1
义乌市上溪镇塘西村民委员会,义乌市上溪镇塘西村民委员会,109,96,P,上溪,85759,12835,1496,7
春晗环境建设股份有限公司,春晗环境建设股份有限公司,110,47,E,城西,77863,15500,1990,6
义乌市阮为丰电气焊接服务部,义乌市阮为丰电气焊接服务部,111,33,E,上溪,85759,12835,1496,7
义乌市博农养殖有限公司,义乌市博农养殖有限公司,112,3,E,苏溪,75395,16588,2200,8
义乌市顶冠帽厂,义乌市顶冠帽厂,113,18,E,城区,963993,407261,4224,1
义乌市义亭镇人民政府财政专户,义乌市义亭镇人民政府,114,92,P,义亭,88854,20426,2298,5
义乌市义亭实业投资有限公司,义乌市义亭实业投资有限公司,115,72,E,义亭,88854,20426,2298,5
义乌市北苑街道集体资产经营有限公司,义乌市北苑街道集体资产经营有限公司,116,72,E,城区,963993,407261,4224,1
义乌市倩廷日用品有限公司,义乌市倩廷日用品有限公司,117,41,E,上溪,85759,12835,1496,7
义乌市特发彩印有限公司,义乌市特发彩印有限公司,118,23,E,苏溪,75395,16588,2200,8
义乌市升华印刷有限公司,义乌市升华印刷有限公司,119,23,E,义亭,88854,20426,2298,5
义乌市义亭镇山景村民委员会,义乌市义亭镇山景村民委员会,120,96,P,义亭,88854,20426,2298,5
义乌市剑亮纸业有限公司,义乌市剑亮纸业有限公司,121,22,E,城区,963993,407261,4224,1
义乌市蒙霸服饰有限公司,义乌市蒙霸服饰有限公司,122,17,E,城区,963993,407261,4224,1
义乌市亮宝贝印刷包装有限公司,义乌市亮宝贝印刷包装有限公司,123,23,E,城区,963993,407261,4224,1
义乌市义亭镇下店村村民委员会,义乌市义亭镇下店村村民委员会,124,96,P,义亭,88854,20426,2298,5
义乌市义亭镇雅宇村村民委员会,义乌市义亭镇雅宇村村民委员会,125,96,P,义亭,88854,20426,2298,5
义乌市赤岸镇人民政府财政专户,义乌市赤岸镇人民政府,126,92,P,赤岸,37099,10261,2765,4
义乌市忠祥饲料商行,义乌市忠祥饲料商行,127,52,E,城区,963993,407261,4224,1
义乌市江东街道东新屋村民委员会,义乌市江东街道东新屋村民委员会,128,96,P,城区,963993,407261,4224,1
义乌市人民政府稠江街道办事处财政专户,义乌市人民政府稠江街道办事处,129,92,P,城区,963993,407261,4224,1
义乌市佛堂镇农村财会代理中心,义乌市佛堂镇农村财会代理中心,130,72,P,佛堂,183241,41916,2287,3
义乌市新雨标牌有限公司,义乌市新雨标牌有限公司,131,72,E,义亭,88854,20426,2298,5
义乌市江东街道下湾村民委员会,义乌市江东街道下湾村民委员会,132,96,P,城区,963993,407261,4224,1
义乌市飞兔制线厂,义乌市飞兔制线厂,133,17,E,后宅,111894,12523,1119,2
义乌中国小商品城房地产开发有限公司,义乌中国小商品城房地产开发有限公司,134,70,E,城区,963993,407261,4224,1
义乌市稠江街道杨一居民委员会,义乌市稠江街道杨一居民委员会,135,96,P,城区,963993,407261,4224,1
浙江多彩服饰有限公司,浙江多彩服饰有限公司,136,18,E,大陈,74382,19294,2593,9
义乌市稠城街道江北下朱村民委员会,义乌市稠城街道江北下朱村民委员会,137,96,P,城区,963993,407261,4224,1
义乌市廿三里街道廿三里居民委员会,义乌市廿三里街道廿三里居民委员会,138,96,P,廿三里,107054,20514,1916,10
义乌市建盛塑胶制品有限公司,义乌市建盛塑胶制品有限公司,139,29,E,上溪,85759,12835,1496,7
浙江国衬服饰有限公司,浙江国衬服饰有限公司,140,18,E,大陈,74382,19294,2593,9
义乌市星宏装饰经编厂,义乌市星宏装饰经编厂,141,17,E,廿三里,107054,20514,1916,10
义乌市三维针织内衣厂,义乌市三维针织内衣厂,142,18,E,城西,77863,15500,1990,6
义乌市稠城街道全宅村民委员会,义乌市稠城街道全宅村民委员会,143,96,P,城区,963993,407261,4224,1
义乌市金粤广告有限公司,义乌市金粤广告有限公司,144,72,E,城区,963993,407261,4224,1
义乌市宝群食品商行,义乌市宝群食品商行,145,51,E,苏溪,75395,16588,2200,8
浙江太阳花饰品有限公司,浙江太阳花饰品有限公司,146,24,E,城区,963993,407261,4224,1
义乌市雨虹饰品有限公司,义乌市雨虹饰品有限公司,147,24,E,城西,77863,15500,1990,6
义乌市城阳供销合作社,义乌市城阳供销合作社,148,51,E,城区,963993,407261,4224,1
义乌市卓杰包装盒有限公司,义乌市卓杰包装盒有限公司,149,41,E,义亭,88854,20426,2298,5
义乌市明亚塑胶有限公司,义乌市明亚塑胶有限公司,150,29,E,城区,963993,407261,4224,1
义乌市比德玉器商行,义乌市比德玉器商行,151,52,E,城区,963993,407261,4224,1
义乌市人民政府江东街道办事处农村财会代理中心,义乌市人民政府江东街道办事处农村财会代理中心,152,72,P,城区,963993,407261,4224,1
义乌市江东街道金星村民委员会,义乌市江东街道金星村民委员会,153,96,P,城区,963993,407261,4224,1
义乌市江东街道后房村民委员会,义乌市江东街道后房村民委员会,154,96,P,城区,963993,407261,4224,1
义乌市江东街道西赵村民委员会,义乌市江东街道西赵村民委员会,155,96,P,城区,963993,407261,4224,1
义乌市苏溪镇农村集体“三资”代理服务中心,义乌市苏溪镇农村集体“三资”代理服务中心,156,72,P,苏溪,75395,16588,2200,8
义乌市苏溪镇立塘村民委员会,义乌市苏溪镇立塘村民委员会,157,96,P,苏溪,75395,16588,2200,8
义乌市汇达市政工程有限公司,义乌市汇达市政工程有限公司,158,78,E,大陈,74382,19294,2593,9
义乌市人民政府廿三里街道农村财会代理中心,义乌市人民政府廿三里街道农村财会代理中心,159,72,P,廿三里,107054,20514,1916,10
义乌市廿三里街道陶店村民委员会,义乌市廿三里街道陶店村民委员会,160,96,P,廿三里,107054,20514,1916,10
义乌市民基市政工程有限公司,义乌市民基市政工程有限公司,161,78,E,城区,963993,407261,4224,1
义乌市稠城心语饰品商行,义乌市稠城心语饰品商行,162,51,E,城区,963993,407261,4224,1
浙江伟海拉链有限公司,浙江伟海拉链有限公司,163,41,E,城区,963993,407261,4224,1
伟海控股集团有限公司,伟海控股集团有限公司,164,41,E,城区,963993,407261,4224,1
义乌市北苑街道高桥村民委员会,义乌市北苑街道高桥村民委员会,165,96,P,城区,963993,407261,4224,1
义乌市五鑫包装印刷有限公司,义乌市五鑫包装印刷有限公司,166,23,E,佛堂,183241,41916,2287,3
义乌市博玛制版有限公司,义乌市博玛制版有限公司,167,23,E,佛堂,183241,41916,2287,3
义乌市佳田制衣有限公司,义乌市佳田制衣有限公司,168,18,E,上溪,85759,12835,1496,7
义乌市金美棉织厂,义乌市金美棉织厂,169,17,E,上溪,85759,12835,1496,7
义乌市万方金属制品有限公司,义乌市万方金属制品有限公司,170,33,E,城区,963993,407261,4224,1
义乌市万方交通有限公司汽车出租分公司,义乌市万方交通有限公司汽车出租分公司,171,71,E,城区,963993,407261,4224,1
上溪镇农村财务结报中心,上溪镇农村财务结报中心,172,72,P,上溪,85759,12835,1496,7
义乌市上溪镇云门村民委员会,义乌市上溪镇云门村民委员会,173,96,P,上溪,85759,12835,1496,7
义乌市人民政府后宅街道办事处（联管户）,义乌市人民政府后宅街道办事处,174,92,P,后宅,111894,12523,1119,2
义乌市后宅街道前傅村民委员会,义乌市后宅街道前傅村民委员会,175,96,P,后宅,111894,12523,1119,2
义乌市后宅街道寺前村民委员会,义乌市后宅街道寺前村民委员会,176,96,P,后宅,111894,12523,1119,2
义乌恒励清洁服务部,义乌恒励清洁服务部,177,82,E,城区,963993,407261,4224,1
浙江义乌雪峰联合房地产开发有限公司,浙江义乌雪峰联合房地产开发有限公司,178,70,E,廿三里,107054,20514,1916,10
义乌市义亭供销合作社,义乌市义亭供销合作社,179,51,E,义亭,88854,20426,2298,5
义乌市佛堂镇小六石村民委员会,义乌市佛堂镇小六石村民委员会,180,96,P,佛堂,183241,41916,2287,3
义乌市豫宏防水材料商行,义乌市豫宏防水材料商行,181,52,E,城区,963993,407261,4224,1
义乌市大陈镇同坑殿下村委会,义乌市大陈镇同坑殿下村委会,182,96,P,大陈,74382,19294,2593,9
义乌市上溪镇沿华村民委员会,义乌市上溪镇沿华村民委员会,183,96,P,上溪,85759,12835,1496,7
义乌市江东街道许宅村民委员会,义乌市江东街道许宅村民委员会,184,96,P,城区,963993,407261,4224,1
义乌市北苑街道上里角塘村民委员会,义乌市北苑街道上里角塘村民委员会,185,96,P,城区,963993,407261,4224,1
浙江星耀律师事务所,浙江星耀律师事务所,186,72,E,城区,963993,407261,4224,1
义乌市廿三里街道派塘村民委员会,义乌市廿三里街道派塘村民委员会,187,96,P,廿三里,107054,20514,1916,10
塔山建设集团有限公司,塔山建设集团有限公司,188,48,E,佛堂,183241,41916,2287,3
浙江华隆食品有限公司,浙江华隆食品有限公司,189,13,E,城区,963993,407261,4224,1
义乌市新光贸易有限公司,义乌市新光贸易有限公司,190,51,E,城区,963993,407261,4224,1
浙江恒通园林绿化工程有限公司,浙江恒通园林绿化工程有限公司,191,78,E,城区,963993,407261,4224,1
浙江利宏建设景观工程有限公司,浙江利宏建设景观工程有限公司,192,78,E,城区,963993,407261,4224,1
义乌市城西街道桥头村民委员会,义乌市城西街道桥头村民委员会,193,96,P,城西,77863,15500,1990,6
钜才建设有限公司,钜才建设有限公司,194,47,E,城区,963993,407261,4224,1
澳升拉链(义乌)有限公司,澳升拉链(义乌)有限公司,195,41,E,赤岸,37099,10261,2765,4
义乌市佛堂建炎拉丝厂,义乌市佛堂建炎拉丝厂,196,33,E,城区,963993,407261,4224,1
义乌市恒心出租车座套保洁服务有限公司,义乌市恒心出租车座套保洁服务有限公司,197,80,E,城区,963993,407261,4224,1
义乌市恒旺养殖有限公司,义乌市恒旺养殖有限公司,198,3,E,城区,963993,407261,4224,1
浙江王斌装饰材料有限公司,浙江王斌装饰材料有限公司,199,41,E,佛堂,183241,41916,2287,3
义乌市稠江街道官塘下村民委员会,义乌市稠江街道官塘下村民委员会,200,96,P,城区,963993,407261,4224,1
义乌市赤岸镇朱店村民委员会,义乌市赤岸镇朱店村民委员会,201,96,P,赤岸,37099,10261,2765,4
义乌市后宅街道永宁居民委员会,义乌市后宅街道永宁居民委员会,202,96,P,后宅,111894,12523,1119,2
义乌市雄鹿制衣有限公司,义乌市雄鹿制衣有限公司,203,18,E,苏溪,75395,16588,2200,8
义乌市昇隆彩印有限公司,义乌市昇隆彩印有限公司,204,23,E,苏溪,75395,16588,2200,8
义乌市佛堂镇丹山村民委员会,义乌市佛堂镇丹山村民委员会,205,96,P,佛堂,183241,41916,2287,3
义乌市剑祥服装辅料有限公司,义乌市剑祥服装辅料有限公司,206,18,E,大陈,74382,19294,2593,9
义乌市路易威登服饰有限公司,义乌市路易威登服饰有限公司,207,18,E,大陈,74382,19294,2593,9
义乌市北苑街道杨街村民委员会,义乌市北苑街道杨街村民委员会,208,96,P,城区,963993,407261,4224,1
义乌市宏恩彩印厂,义乌市宏恩彩印厂,209,23,E,城区,963993,407261,4224,1
义乌市叶新针织手套有限公司,义乌市叶新针织手套有限公司,210,17,E,廿三里,107054,20514,1916,10
义乌市圣穗供销农资连锁有限公司,义乌市圣穗供销农资连锁有限公司,211,51,E,城区,963993,407261,4224,1
义乌市稠城街道前上周村民委员会,义乌市稠城街道前上周村民委员会,212,96,P,城区,963993,407261,4224,1
义乌市廿三里镇振海装璜部,义乌市廿三里镇振海装璜部,213,33,E,廿三里,107054,20514,1916,10
义乌市稠城街道下沈村民委员会,义乌市稠城街道下沈村民委员会,214,96,P,城区,963993,407261,4224,1
义乌市上溪镇周村村民委员会,义乌市上溪镇周村村民委员会,215,96,P,上溪,85759,12835,1496,7
义乌市群星教育服务有限公司,义乌市群星教育服务有限公司,216,80,E,城区,963993,407261,4224,1
义乌市私立群星学校,义乌市私立群星学校,217,83,P,城区,963993,407261,4224,1
浙江万国进出口有限公司,浙江万国进出口有限公司,218,51,E,城区,963993,407261,4224,1
义乌市万国进出口贸易有限公司,义乌市万国进出口贸易有限公司,219,51,E,城区,963993,407261,4224,1
义乌市稠城街道屋基村民委员会,义乌市稠城街道屋基村民委员会,220,96,P,城区,963993,407261,4224,1
义乌市稠城街道西罗店村民委员会,义乌市稠城街道西罗店村民委员会,221,96,P,城区,963993,407261,4224,1
义乌市稠城街道洪界村民委员会,义乌市稠城街道洪界村民委员会,222,96,P,城区,963993,407261,4224,1
义乌市稠城街道溪前村民委员会,义乌市稠城街道溪前村民委员会,223,96,P,城区,963993,407261,4224,1
义乌市稠城街道荷叶塘村民委员会,义乌市稠城街道荷叶塘村民委员会,224,96,P,城区,963993,407261,4224,1
义乌市佛堂镇长塘村村民委员会,义乌市佛堂镇长塘村村民委员会,225,96,P,佛堂,183241,41916,2287,3
义乌市稠城街道西界村民委员会,义乌市稠城街道西界村民委员会,226,96,P,城区,963993,407261,4224,1
义乌市稠城街道堂阁村民委员会,义乌市稠城街道堂阁村民委员会,227,96,P,城区,963993,407261,4224,1
义乌市稠城街道毛竹园村民委员会,义乌市稠城街道毛竹园村民委员会,228,96,P,城区,963993,407261,4224,1
义乌市人民政府城西街道办事处,义乌市人民政府城西街道办事处,229,92,P,城西,77863,15500,1990,6
义乌市强盛花卉商行,义乌市强盛花卉商行,230,52,E,城区,963993,407261,4224,1
义乌市稠城街道福田农村财务代理服务站,义乌市稠城街道福田农村财务代理服务站,231,72,P,城区,963993,407261,4224,1
义乌市稠城街道兴中股份经济合作社,义乌市稠城街道兴中股份经济合作社,232,72,P,城区,963993,407261,4224,1
浙江大川建设有限公司,浙江大川建设有限公司,233,48,E,后宅,111894,12523,1119,2
义乌市飞乐彩印厂,义乌市飞乐彩印厂,234,23,E,佛堂,183241,41916,2287,3
义乌市晨浩文体用品有限公司,义乌市晨浩文体用品有限公司,235,24,E,大陈,74382,19294,2593,9
义乌市侃达装饰材料有限公司,义乌市侃达装饰材料有限公司,236,52,E,城区,963993,407261,4224,1
义乌市稠城街道九如堂村民委员会,义乌市稠城街道九如堂村民委员会,237,96,P,城区,963993,407261,4224,1
义乌市义亭镇人民政府,义乌市义亭镇人民政府,238,92,P,义亭,88854,20426,2298,5
义乌市后宅街道岩南村民委员会,义乌市后宅街道岩南村民委员会,239,96,P,后宅,111894,12523,1119,2
义乌市稠城街道祖科塘村民委员会,义乌市稠城街道祖科塘村民委员会,240,96,P,城区,963993,407261,4224,1
义乌市稠城街道下骆宅村民委员会,义乌市稠城街道下骆宅村民委员会,241,96,P,城区,963993,407261,4224,1
义乌市恒宇针纺织品有限公司,义乌市恒宇针纺织品有限公司,242,51,E,廿三里,107054,20514,1916,10
义乌市思佳毛绒玩具厂,义乌市思佳毛绒玩具厂,243,24,E,后宅,111894,12523,1119,2
义乌市稠城街道前店村民委员会,义乌市稠城街道前店村民委员会,244,96,P,城区,963993,407261,4224,1
义乌市创艺厨具有限公司,义乌市创艺厨具有限公司,245,51,E,城区,963993,407261,4224,1
义乌市精萃袜业有限公司,义乌市精萃袜业有限公司,246,17,E,赤岸,37099,10261,2765,4
义乌市普天化纤有限公司,义乌市普天化纤有限公司,247,17,E,苏溪,75395,16588,2200,8
义乌市挺丽袜业有限公司,义乌市挺丽袜业有限公司,248,17,E,城区,963993,407261,4224,1
义乌市育才塑料包装有限公司,义乌市育才塑料包装有限公司,249,24,E,城区,963993,407261,4224,1
义乌市利通塑胶有限公司,义乌市利通塑胶有限公司,250,29,E,大陈,74382,19294,2593,9
义乌市北苑街道何麻车居民委员会,义乌市北苑街道何麻车居民委员会,251,96,P,城区,963993,407261,4224,1
义乌市稠城街道东大鲁村民委员会,义乌市稠城街道东大鲁村民委员会,252,96,P,城区,963993,407261,4224,1
义乌市上溪镇后溪村民委员会,义乌市上溪镇后溪村民委员会,253,96,P,上溪,85759,12835,1496,7
义乌市稠城街道过溪楼村民委员会,义乌市稠城街道过溪楼村民委员会,254,96,P,城区,963993,407261,4224,1
义乌市奇观制衣有限公司,义乌市奇观制衣有限公司,255,18,E,苏溪,75395,16588,2200,8
义乌市美而坚纸箱厂,义乌市美而坚纸箱厂,256,22,E,大陈,74382,19294,2593,9
义乌市宏源印务有限公司,义乌市宏源印务有限公司,257,23,E,苏溪,75395,16588,2200,8
